Storename,Product,Size/Weight,Unit Price,Sale Price,Saving
PAK'nSAVE Westgate,Doritos Nacho Cheese Corn Chips,170g,$1.52/100g,$2.59,$0.00
PAK'nSAVE Westgate,Wattie's Medium Salsa Chilli Beans,420g,$0.62/100g,$2.59,$0.00
PAK'nSAVE Westgate,Wattie's Mild Chilli Beans,420g,$0.62/100g,$2.59,$0.00
PAK'nSAVE Westgate,Wattie's Hot Chilli Beans,420g,$0.62/100g,$2.59,$0.00
PAK'nSAVE Westgate,Rutherford & Meyer Garlic & Olive Oil Gourmet Wafers,60g,$4.45/100g,$2.67,$0.00
PAK'nSAVE Westgate,Rutherford & Meyer Simply Natural Gourmet Wafers,60g,$4.45/100g,$2.67,$0.00
PAK'nSAVE Westgate,Rutherford & Meyer Three Seed Gourmet Wafers,60g,$4.45/100g,$2.67,$0.00
PAK'nSAVE Westgate,Sealord Savoury Onion Tuna,95g,$28.32/1kg,3 for $5.00 ($1.67 ea),$1.02 ea
PAK'nSAVE Westgate,Sealord Lemon Pepper Flavour Tuna,95g,$28.32/1kg,3 for $5.00 ($1.67 ea),$1.02 ea
PAK'nSAVE Westgate,Sealord Smoked Flavour Tuna,95g,$28.32/1kg,3 for $5.00 ($1.67 ea),$1.02 ea
PAK'nSAVE Westgate,Sealord Sweet Thai Chilli Tuna,95g,$28.32/1kg,3 for $5.00 ($1.67 ea),$1.02 ea
PAK'nSAVE Westgate,Sealord Chunky Style Tuna In Spring Water,95g,$28.32/1kg,3 for $5.00 ($1.67 ea),$1.02 ea
PAK'nSAVE Westgate,Sealord Tomato & Basil Tuna,95g,$28.32/1kg,3 for $5.00 ($1.67 ea),$1.02 ea
PAK'nSAVE Westgate,Sealord Chunky Style Tuna In Oil,95g,$28.32/1kg,3 for $5.00 ($1.67 ea),$1.02 ea
PAK'nSAVE Westgate,Sealord Satay Tuna,95g,$28.32/1kg,3 for $5.00 ($1.67 ea),$1.02 ea
PAK'nSAVE Westgate,Sealord Mayonnaise Tuna,95g,$28.32/1kg,3 for $5.00 ($1.67 ea),$1.02 ea
PAK'nSAVE Westgate,RJ's Oddfellows Spearmints,200g,$1.35/100g,$2.69,$0.00
PAK'nSAVE Westgate,Sealord Olive Oil Blend Tuna,95g,$28.32/1kg,3 for $5.00 ($1.67 ea),$1.02 ea
PAK'nSAVE Westgate,Fabulicious Thirst Lemonade Sherbert Fizz,180g,$1.49/100g,$2.69,$0.00
PAK'nSAVE Westgate,RJ's Mackintosh's Toffee De Luxe,180g,$1.49/100g,$2.69,$0.00
PAK'nSAVE Westgate,Fabulicious Raspberry Twister,200g,$1.35/100g,$2.69,$0.00
PAK'nSAVE Westgate,Fabulicious Raspberry Sherbert Fizz,200g,$1.35/100g,$2.69,$0.00
PAK'nSAVE Westgate,RJ's Oddfellows Mints,200g,$1.35/100g,$2.69,$0.00
PAK'nSAVE Westgate,Fabulicious Green Apple Sherbert Fizz,200g,$1.35/100g,$2.69,$0.00
PAK'nSAVE Westgate,Fabulicious Sour Gummy Rings Duos,180g,$1.49/100g,$2.69,$0.00
PAK'nSAVE Westgate,RJ's Fabulicious Grape Sherbert Fizz Crunch,180g,$1.49/100g,$2.69,$0.00
PAK'nSAVE Westgate,Fabulicious Mixed Flavour Sherbert Fizz,180g,$1.49/100g,$2.69,$0.00
PAK'nSAVE Westgate,Vitasoy Unsweetened Oat Milk,1l,$2.69/1L,$2.69,$0.00
PAK'nSAVE Westgate,Pams Jasmine Rice,1kg,$0.27/100g,$2.69,$0.00
